worker_id,zone_risk_tier,current_month,lstm_forecast_score,aqi_7day_avg,platform_tenure_weeks,loyalty_weeks_paid,historical_disruption_rate,policy_tier,peer_claim_rate_zone,actual_premium
WK780984,5,7,1.0,135.86,184,98,0.708,Basic,0.313,164.76
WK271525,2,11,0.855,89.45,162,87,0.49,Standard,0.137,93.92
WK933794,1,1,0.657,78.99,167,101,0.425,Premium,0.067,161.64
WK544490,1,11,0.372,77.91,198,123,0.45,Standard,0.135,84.6
WK855018,5,7,1.0,115.41,57,50,0.69,Premium,0.315,579.38
WK781620,4,6,1.0,114.05,6,3,0.664,Standard,0.241,320.09
WK442222,5,10,1.0,117.95,186,135,0.836,Standard,0.342,225.19
WK301845,4,9,1.0,109.08,115,106,0.634,Premium,0.267,308.33
WK851960,3,2,1.0,116.63,8,4,0.559,Standard,0.244,181.63
WK132365,3,7,1.0,81.57,63,42,0.5,Standard,0.228,235.07
WK763687,5,12,1.0,134.27,22,11,0.693,Standard,0.304,311.25
WK262844,2,11,0.987,104.9,49,31,0.555,Premium,0.118,269.13
WK822755,1,5,0.611,73.72,117,82,0.487,Standard,0.056,113.71
WK970808,1,1,0.672,76.16,166,82,0.456,Premium,0.093,127.84
WK945401,3,2,1.0,89.71,194,127,0.556,Standard,0.217,51.31
WK576865,3,10,1.0,111.97,67,54,0.601,Premium,0.229,294.62
WK231912,4,5,1.0,115.03,134,86,0.58,Premium,0.249,258.64
WK995815,5,6,1.0,83.34,181,106,0.692,Standard,0.279,241.69
WK267744,3,8,1.0,97.45,34,17,0.517,Basic,0.237,181.85
WK277469,2,8,0.751,101.75,194,175,0.515,Basic,0.167,94.01
WK389970,2,7,0.994,92.5,99,66,0.55,Standard,0.137,185.57
WK381277,4,10,1.0,97.62,61,48,0.655,Premium,0.252,339.7
WK189022,4,1,1.0,108.18,128,80,0.606,Standard,0.266,142.87
WK979907,4,11,1.0,100.05,37,30,0.551,Standard,0.247,195.56
WK837293,3,5,0.943,109.83,28,23,0.547,Standard,0.23,220.54
WK842847,1,8,0.411,80.87,140,129,0.489,Basic,0.12,67.84
WK237405,4,7,1.0,110.54,195,126,0.618,Basic,0.29,144.25
WK237405,4,11,1.0,119.88,195,126,0.653,Basic,0.217,85.32
WK410905,2,12,0.917,88.69,13,8,0.481,Basic,0.2,93.46
WK435376,2,12,0.696,94.79,133,124,0.512,Standard,0.111,103.04
WK180556,4,11,1.0,119.21,43,18,0.654,Standard,0.23,239.1
WK456449,1,1,0.409,86.11,49,31,0.413,Basic,0.08,54.64
WK710921,3,4,1.0,91.52,105,57,0.537,Basic,0.226,124.66
WK855250,2,9,0.852,92.51,140,104,0.562,Premium,0.104,305.97
WK248527,3,2,1.0,94.57,143,116,0.528,Basic,0.198,68.17
WK893554,2,5,0.884,87.71,127,72,0.493,Standard,0.134,174.47
WK116006,4,12,1.0,117.19,34,28,0.543,Basic,0.28,89.57
WK768066,5,11,1.0,129.18,146,85,0.77,Standard,0.256,171.9
WK689216,4,12,1.0,112.04,165,149,0.657,Standard,0.271,169.31
WK839742,3,8,1.0,104.63,41,29,0.511,Standard,0.249,335.49
WK559633,2,10,0.67,96.63,53,26,0.536,Basic,0.182,98.79
WK999590,4,5,1.0,121.88,55,49,0.612,Standard,0.218,50.3
WK675807,2,7,0.838,80.62,148,99,0.456,Premium,0.114,330.64
WK705909,1,6,0.57,85.07,48,25,0.491,Basic,0.066,48.57
WK330518,2,11,0.909,95.39,192,123,0.485,Standard,0.112,107.42
WK565356,5,1,1.0,79.42,20,12,0.755,Premium,0.273,403.98
WK493567,3,10,1.0,97.2,116,93,0.561,Standard,0.235,154.86
WK771716,2,2,0.749,81.28,6,1,0.449,Standard,0.176,51.43
WK791381,1,10,0.534,77.74,165,122,0.406,Standard,0.076,96.65
WK987633,4,8,1.0,116.97,7,1,0.646,Standard,0.291,400.07
WK135617,5,9,1.0,124.06,82,52,0.715,Premium,0.344,500.31
WK311001,4,5,1.0,86.2,180,153,0.606,Premium,0.245,315.16
WK861059,2,2,0.94,101.24,101,66,0.538,Basic,0.199,68.26
WK546386,2,5,0.784,94.81,11,7,0.53,Standard,0.149,219.83
WK352797,5,8,1.0,81.58,18,7,0.659,Standard,0.344,453.65
WK627028,4,6,1.0,112.02,16,9,0.648,Basic,0.201,196.87
WK268640,2,8,0.997,98.11,28,13,0.493,Premium,0.146,529.69
WK718446,3,7,1.0,95.63,21,13,0.576,Premium,0.176,458.41
WK385340,4,9,1.0,67.36,38,32,0.603,Basic,0.223,165.12
WK690925,3,11,1.0,104.32,70,51,0.5,Premium,0.175,266.9
WK990677,4,1,1.0,113.57,101,66,0.646,Standard,0.223,146.92
WK972397,5,8,1.0,96.49,81,51,0.702,Basic,0.317,206.41
WK113627,3,12,1.0,105.78,72,37,0.518,Premium,0.211,244.31
WK804142,2,4,0.838,98.01,88,68,0.54,Premium,0.174,239.66
WK631070,4,1,1.0,128.57,139,111,0.66,Standard,0.28,167.36
WK895110,2,6,0.885,104.71,189,161,0.551,Basic,0.118,90.49
WK396807,5,6,1.0,111.58,89,54,0.846,Standard,0.331,307.58
WK343245,1,10,0.43,72.98,144,82,0.439,Standard,0.148,98.36
WK389715,1,1,0.614,76.93,127,100,0.418,Basic,0.07,51.87
WK433401,1,3,0.406,81.98,116,93,0.506,Basic,0.089,48.89
WK329674,5,11,1.0,80.23,186,149,0.75,Standard,0.285,168.73
WK467161,5,12,1.0,128.54,85,60,0.711,Basic,0.291,108.06
WK844202,5,7,1.0,97.32,90,72,0.759,Standard,0.283,319.59
WK711240,4,1,1.0,107.97,109,70,0.641,Premium,0.27,282.18
WK884323,3,7,1.0,86.81,43,32,0.593,Premium,0.165,411.36
WK705461,2,4,0.773,102.12,54,26,0.547,Standard,0.115,165.69
WK570266,5,8,1.0,128.57,83,51,0.687,Standard,0.333,345.26
WK246299,3,2,1.0,97.16,56,27,0.548,Premium,0.212,270.48
WK591006,2,11,0.685,91.82,180,102,0.459,Premium,0.127,161.52
WK763493,5,9,1.0,145.16,29,23,0.882,Basic,0.291,51.63
WK649022,2,4,0.887,100.19,79,54,0.554,Premium,0.191,211.82
WK919042,2,1,0.759,93.12,162,108,0.554,Premium,0.104,180.65
WK957846,1,12,0.459,75.8,87,53,0.468,Basic,0.104,48.6
WK400700,4,9,1.0,131.21,10,7,0.641,Basic,0.219,165.26
WK204773,3,9,0.945,104.2,28,14,0.592,Basic,0.206,51.89
WK824126,2,1,0.722,95.27,140,132,0.499,Premium,0.136,139.72
WK817313,2,5,0.747,101.37,123,72,0.489,Premium,0.144,207.15
WK888645,1,12,0.683,74.04,52,28,0.368,Basic,0.115,55.82
WK594847,4,12,1.0,120.42,96,47,0.679,Basic,0.27,97.91
WK677693,3,7,1.0,100.15,74,36,0.596,Basic,0.238,174.27
WK210561,2,6,0.809,101.0,62,40,0.493,Premium,0.197,277.73
WK159223,2,6,0.88,90.52,147,133,0.459,Premium,0.167,224.48
WK574291,2,12,0.865,101.1,132,108,0.526,Basic,0.192,53.56
WK920232,3,4,1.0,104.45,110,89,0.587,Standard,0.214,134.37
WK338728,1,7,0.458,83.42,192,112,0.422,Basic,0.116,82.63
WK559122,1,1,0.383,49.94,118,96,0.362,Standard,0.135,79.48
WK888950,1,12,0.4,76.36,187,166,0.421,Basic,0.134,51.92
WK113589,2,10,0.965,74.22,132,80,0.508,Premium,0.102,248.9
WK216144,3,9,0.967,108.85,49,40,0.534,Standard,0.223,219.97
WK726103,1,8,0.35,57.2,60,34,0.345,Standard,0.123,212.26
WK458197,4,9,1.0,103.12,6,1,0.687,Standard,0.298,330.5
WK395492,3,12,1.0,103.26,178,136,0.527,Standard,0.22,135.13
WK371333,5,7,1.0,136.91,98,72,0.919,Basic,0.263,177.7
WK574593,3,4,1.0,102.69,124,90,0.606,Basic,0.226,74.27
WK854110,1,5,0.302,83.03,128,111,0.414,Basic,0.098,55.82
WK963606,3,11,1.0,110.35,32,22,0.531,Standard,0.234,160.42
WK438835,3,5,1.0,105.98,36,27,0.544,Premium,0.181,327.16
WK732861,1,1,0.327,75.12,182,112,0.447,Premium,0.093,126.95
WK732861,3,5,1.0,102.75,182,112,0.558,Premium,0.229,273.76
WK483045,5,8,1.0,117.82,125,63,0.91,Basic,0.272,187.84
WK429959,3,12,1.0,89.11,119,59,0.548,Basic,0.179,72.56
WK669844,2,5,0.923,89.02,11,6,0.438,Basic,0.127,96.34
WK400783,3,2,0.995,112.69,102,90,0.63,Standard,0.152,114.82
WK163212,3,3,1.0,96.74,148,82,0.524,Basic,0.21,63.06
WK671050,4,4,1.0,106.83,55,44,0.581,Basic,0.273,125.51
WK711207,3,2,1.0,106.39,81,44,0.525,Basic,0.193,101.29
WK163472,1,12,0.329,84.87,141,127,0.405,Standard,0.115,74.36
WK549132,3,5,1.0,102.19,45,27,0.557,Basic,0.191,112.33
WK460817,4,11,1.0,100.75,164,91,0.581,Standard,0.254,131.67
WK915189,5,12,1.0,126.4,34,24,0.738,Standard,0.265,316.0
WK753963,2,11,0.876,100.45,42,20,0.509,Standard,0.146,176.37
WK574030,3,3,0.986,106.43,184,168,0.496,Standard,0.16,144.16
WK453625,1,7,0.576,81.85,117,73,0.377,Standard,0.101,152.38
WK661422,5,3,1.0,126.95,138,105,0.839,Standard,0.333,205.55
WK382427,2,11,0.851,95.63,35,24,0.469,Premium,0.159,283.64
WK797400,3,3,1.0,104.11,113,104,0.522,Basic,0.229,74.06
WK850000,5,7,1.0,131.97,187,167,0.72,Standard,0.315,313.33
WK585168,1,8,0.491,86.09,171,160,0.43,Basic,0.116,68.23
WK288600,1,8,0.55,73.72,126,74,0.412,Premium,0.061,220.9
WK817781,1,11,0.448,50.2,189,161,0.261,Basic,0.087,51.48
WK894217,2,9,0.96,100.04,180,158,0.535,Basic,0.175,84.22
WK200645,3,2,0.903,107.93,64,34,0.592,Premium,0.247,241.96
WK935217,4,3,1.0,119.3,178,162,0.582,Standard,0.231,161.78
WK932763,4,4,1.0,89.44,197,123,0.62,Premium,0.281,347.52
WK890278,4,8,1.0,74.39,35,29,0.696,Premium,0.29,455.73
WK890278,2,7,0.77,87.26,35,29,0.528,Premium,0.129,328.44
WK352342,1,5,0.319,77.75,35,17,0.377,Standard,0.139,173.81
WK478043,2,6,0.935,89.39,58,52,0.472,Premium,0.148,309.82
WK984277,5,10,1.0,132.57,136,94,0.723,Basic,0.306,125.37
WK655574,3,9,1.0,105.39,73,51,0.577,Standard,0.184,233.58
WK153651,2,6,0.629,88.21,66,48,0.521,Standard,0.15,207.13
WK312887,2,12,0.641,92.09,38,27,0.551,Standard,0.17,139.42
WK300051,2,1,0.878,97.7,17,7,0.467,Standard,0.193,191.93
WK109512,3,5,1.0,112.88,132,100,0.627,Standard,0.247,169.63
WK205132,4,5,1.0,105.16,178,94,0.667,Standard,0.208,193.92
WK196865,1,12,0.435,84.57,106,100,0.394,Standard,0.121,66.55
WK538122,5,10,1.0,84.54,160,147,0.672,Standard,0.3,226.11
WK428968,4,4,1.0,105.11,132,83,0.597,Basic,0.246,103.82
WK505380,4,8,1.0,111.15,79,69,0.619,Basic,0.283,157.93
WK704629,2,9,0.68,83.05,63,50,0.452,Basic,0.187,114.59
WK285695,2,12,0.95,90.08,40,32,0.475,Standard,0.166,135.0
WK796652,3,9,1.0,109.12,90,55,0.585,Standard,0.21,185.65
WK312187,5,6,1.0,76.03,38,33,0.711,Basic,0.269,185.34
WK208137,2,11,0.842,71.51,172,138,0.49,Basic,0.169,58.72
WK259644,4,3,1.0,119.37,126,71,0.615,Standard,0.234,168.4
WK317563,2,8,0.648,89.81,69,45,0.494,Standard,0.171,233.11
WK949284,2,5,0.954,86.6,165,99,0.532,Basic,0.175,77.22
WK184657,4,12,1.0,118.49,88,70,0.668,Standard,0.296,168.74
WK783669,2,12,0.926,72.36,138,106,0.544,Standard,0.175,118.15
WK199632,3,5,0.971,103.58,76,59,0.603,Basic,0.217,98.64
WK346277,5,8,1.0,109.03,37,23,0.645,Premium,0.322,581.08
WK250656,2,7,0.64,83.08,144,97,0.522,Standard,0.113,165.22
WK420892,1,6,0.41,72.82,63,55,0.454,Standard,0.111,138.88
WK447383,3,5,0.988,115.08,128,90,0.615,Standard,0.163,140.62
WK702865,4,6,1.0,117.93,158,133,0.666,Standard,0.268,206.51
WK636294,1,3,0.504,80.4,5,1,0.475,Premium,0.107,197.83
WK501237,3,2,1.0,97.47,49,33,0.569,Standard,0.187,154.59
WK928775,3,5,1.0,87.67,80,74,0.551,Basic,0.155,77.36
WK410582,2,9,0.884,89.56,15,6,0.457,Basic,0.162,133.12
WK563677,3,6,0.932,90.8,109,70,0.56,Premium,0.2,259.85
WK969595,3,9,0.954,94.47,16,10,0.553,Standard,0.211,254.32
WK240611,4,3,1.0,115.56,114,101,0.681,Basic,0.205,81.83
WK536640,5,4,1.0,130.82,171,101,0.762,Standard,0.291,215.28
WK401874,1,2,0.573,75.36,55,23,0.432,Premium,0.081,198.24
WK254666,3,1,1.0,107.95,18,13,0.507,Premium,0.227,252.02
WK286331,3,11,1.0,104.02,60,30,0.513,Basic,0.244,100.86
WK700032,2,1,0.997,100.88,179,155,0.549,Premium,0.141,203.5
WK988288,4,9,1.0,112.85,188,173,0.571,Standard,0.24,218.39
WK773436,1,6,0.649,62.45,134,71,0.343,Basic,0.11,67.92
WK746494,4,1,1.0,120.84,136,114,0.629,Standard,0.285,158.86
WK793342,2,9,0.643,93.01,10,5,0.489,Basic,0.164,112.32
WK554789,1,6,0.574,74.69,163,82,0.4,Basic,0.074,65.72
WK345351,1,12,0.519,74.5,40,26,0.422,Standard,0.067,111.96
WK623885,5,11,1.0,87.96,13,8,0.764,Basic,0.338,153.71
WK432177,5,7,1.0,132.7,54,42,0.872,Premium,0.27,617.21
WK938484,1,12,0.69,66.89,22,15,0.42,Basic,0.128,61.01
WK895278,1,12,0.584,75.02,50,31,0.463,Standard,0.077,108.57
WK921037,3,11,1.0,97.34,5,1,0.534,Standard,0.204,47.55
WK785323,3,11,1.0,82.24,185,126,0.545,Standard,0.17,127.14
WK985777,2,12,0.755,94.51,131,81,0.48,Basic,0.113,49.71
WK226036,1,4,0.615,76.82,113,85,0.457,Premium,0.123,148.83
WK147696,1,4,0.597,84.66,189,130,0.441,Basic,0.059,51.37
WK339047,5,4,1.0,137.93,158,143,0.699,Standard,0.347,261.62
WK729968,5,10,1.0,147.48,74,63,0.784,Standard,0.342,225.89
WK821419,1,6,0.573,79.69,19,12,0.404,Standard,0.098,179.09
WK276566,5,7,1.0,113.48,167,119,0.78,Standard,0.321,371.78
WK926620,3,3,1.0,94.66,29,19,0.521,Standard,0.193,180.52
WK395399,3,9,1.0,102.61,70,58,0.502,Standard,0.215,241.34
WK512074,3,7,0.901,101.4,145,84,0.582,Basic,0.224,117.11
WK720621,1,8,0.355,72.17,16,9,0.423,Basic,0.074,94.71
WK120088,5,10,1.0,138.6,87,43,0.862,Premium,0.257,494.18
WK771681,1,6,0.348,65.05,195,170,0.369,Premium,0.07,165.97
WK531452,1,4,0.308,78.34,163,119,0.423,Basic,0.074,49.62
WK149081,4,12,1.0,118.78,199,104,0.664,Basic,0.293,83.02
WK160005,1,4,0.543,92.42,54,27,0.506,Standard,0.09,116.07
WK450832,2,1,0.644,98.26,29,19,0.535,Premium,0.123,229.14
WK231341,5,10,1.0,120.33,134,91,0.823,Standard,0.323,260.67
WK162237,3,8,1.0,85.71,143,106,0.55,Premium,0.229,347.09
WK593376,1,12,0.528,83.71,191,144,0.473,Basic,0.128,51.62
WK825420,5,12,1.0,94.31,8,4,0.722,Premium,0.268,384.52
WK363637,2,2,0.604,96.16,57,29,0.513,Standard,0.193,128.84
WK473864,2,11,0.737,98.65,106,76,0.533,Standard,0.199,107.35
WK655700,3,7,1.0,104.04,123,67,0.563,Standard,0.244,231.85
WK602124,5,2,1.0,111.83,35,20,0.797,Premium,0.272,452.33
WK524527,5,1,1.0,97.32,77,45,0.742,Standard,0.345,257.19
WK512885,1,6,0.446,82.06,97,50,0.415,Basic,0.1,66.02
WK992549,4,8,1.0,94.77,143,72,0.609,Premium,0.277,422.11
WK685450,2,11,0.729,93.38,93,80,0.515,Basic,0.161,59.54
WK641860,1,3,0.561,86.39,87,54,0.492,Standard,0.063,93.08
WK999246,5,3,1.0,113.66,92,68,0.693,Standard,0.339,186.84
WK326434,1,7,0.356,68.84,5,4,0.386,Basic,0.081,51.53
WK119099,3,8,1.0,95.64,98,71,0.578,Premium,0.214,380.41
WK562586,3,6,1.0,103.58,145,75,0.566,Basic,0.248,97.8
WK403740,5,3,1.0,142.12,86,59,0.787,Standard,0.329,208.44
WK203439,3,9,1.0,92.41,150,138,0.576,Standard,0.217,195.18
WK172873,4,4,1.0,117.68,167,153,0.628,Basic,0.214,99.96
WK778979,3,6,1.0,89.08,73,58,0.498,Basic,0.152,123.04
WK611164,5,10,1.0,139.0,162,120,0.734,Basic,0.304,153.24
WK640166,5,3,1.0,106.8,32,16,0.772,Premium,0.323,445.9
WK754435,2,4,0.755,87.17,12,7,0.509,Standard,0.118,48.88
WK832101,5,7,1.0,117.79,41,23,0.706,Basic,0.306,230.31
WK729237,1,7,0.449,80.19,136,79,0.439,Standard,0.126,147.14
WK404380,5,10,1.0,90.89,53,24,0.747,Standard,0.332,319.06
WK949011,4,6,1.0,107.33,76,59,0.603,Premium,0.265,342.27
WK445026,4,7,1.0,94.27,37,31,0.599,Standard,0.231,289.27
WK785982,2,10,0.837,94.91,103,70,0.515,Standard,0.132,174.22
WK897810,3,3,1.0,100.17,51,27,0.572,Standard,0.25,51.96
WK537267,5,2,1.0,101.99,8,3,0.767,Basic,0.321,147.66
WK482304,3,6,0.954,104.92,36,28,0.581,Basic,0.24,151.71
WK572613,4,5,1.0,115.26,15,9,0.655,Basic,0.294,149.37
WK132840,2,3,0.742,100.41,164,102,0.555,Basic,0.143,62.98
WK592979,4,12,1.0,109.75,138,72,0.6,Premium,0.243,48.69
WK644094,4,11,1.0,111.79,159,126,0.646,Standard,0.286,164.15
WK621050,1,1,0.505,73.97,124,102,0.403,Premium,0.056,135.35
WK133236,3,7,1.0,105.48,72,57,0.498,Standard,0.158,216.17
WK817963,4,5,1.0,121.18,167,118,0.665,Premium,0.224,265.11
WK940828,3,5,1.0,108.65,185,147,0.526,Standard,0.238,151.07
WK704161,3,11,0.967,116.76,117,68,0.608,Standard,0.154,139.82
WK585064,1,8,0.328,74.58,10,5,0.434,Premium,0.08,284.44
WK900270,1,12,0.404,78.44,43,27,0.423,Standard,0.071,104.17
WK447931,1,4,0.642,68.03,17,5,0.402,Basic,0.139,90.23
WK215738,3,6,0.968,105.63,15,7,0.525,Premium,0.173,425.01
WK827962,1,12,0.31,72.41,101,57,0.456,Premium,0.107,143.91
WK250544,3,10,1.0,78.32,78,51,0.603,Basic,0.178,96.94
WK614372,3,4,1.0,106.37,109,70,0.537,Basic,0.217,79.34
WK272600,4,12,1.0,112.92,145,97,0.574,Standard,0.268,124.9
WK523975,2,9,0.87,94.92,91,68,0.462,Basic,0.197,97.71
WK829482,4,4,1.0,117.46,55,34,0.639,Standard,0.28,203.03
WK302690,4,5,1.0,105.02,70,63,0.647,Premium,0.206,298.35
WK933409,1,3,0.455,57.43,80,55,0.377,Basic,0.064,55.49
WK313072,1,7,0.351,81.45,110,58,0.405,Standard,0.055,133.57
WK523162,5,9,1.0,95.77,8,3,0.724,Standard,0.343,372.13
WK556347,2,10,0.699,88.17,186,163,0.516,Basic,0.106,81.94
WK420262,4,11,1.0,109.97,41,31,0.581,Standard,0.231,265.53
WK420262,5,5,1.0,158.73,41,31,0.908,Standard,0.323,421.11
WK384928,5,12,1.0,130.54,58,36,0.694,Premium,0.338,367.72
WK147328,5,1,1.0,138.02,98,62,0.73,Basic,0.263,113.95
WK543347,4,8,1.0,131.74,120,96,0.675,Standard,0.257,316.5
WK736765,2,5,0.616,79.78,178,146,0.486,Basic,0.11,71.0
WK269165,2,10,0.879,89.16,74,56,0.514,Standard,0.145,176.94
WK420344,5,3,1.0,83.32,148,77,0.679,Standard,0.338,181.5
WK371185,3,1,1.0,113.41,173,100,0.552,Basic,0.158,64.37
WK876839,4,10,1.0,116.61,187,131,0.625,Standard,0.2,165.92
WK994116,1,11,0.36,83.83,11,5,0.506,Premium,0.137,192.15
WK527677,3,7,0.966,100.5,108,86,0.581,Basic,0.178,117.38
WK484014,5,4,1.0,94.17,180,131,0.687,Premium,0.299,314.47
WK836358,5,6,1.0,143.67,93,52,0.72,Premium,0.311,621.86
WK162744,3,12,0.965,104.08,188,159,0.521,Standard,0.181,110.42
WK848627,5,7,1.0,113.91,38,22,0.826,Standard,0.348,483.22
WK619637,5,1,1.0,94.8,36,18,0.77,Standard,0.328,249.79
WK520795,4,11,1.0,108.72,42,32,0.628,Basic,0.275,105.48
WK335299,5,7,1.0,115.42,133,70,0.667,Basic,0.281,245.15
WK265470,5,8,1.0,135.57,14,5,0.695,Basic,0.338,300.28
WK226791,3,3,1.0,99.7,43,32,0.57,Basic,0.242,50.64
WK987852,2,5,0.974,98.48,136,94,0.552,Standard,0.116,158.04
WK914125,4,9,1.0,113.12,156,97,0.621,Basic,0.2,120.15
WK569636,4,12,1.0,89.72,191,94,0.557,Basic,0.23,88.34
WK550860,3,8,1.0,97.91,176,135,0.609,Premium,0.181,335.96
WK935460,5,8,1.0,123.49,182,96,0.889,Basic,0.32,48.36
WK855708,3,9,1.0,92.87,193,96,0.592,Standard,0.241,206.92
WK674365,5,8,1.0,124.47,89,77,0.748,Standard,0.341,304.13
WK242075,1,4,0.632,78.3,156,134,0.402,Basic,0.106,49.6
WK874103,4,11,1.0,110.5,103,67,0.635,Premium,0.277,50.12
WK515515,4,6,1.0,114.29,124,110,0.677,Basic,0.272,137.75
WK423989,3,9,1.0,101.29,21,13,0.559,Standard,0.249,234.1
WK538872,5,2,1.0,94.7,195,133,0.746,Standard,0.263,201.5
WK590097,4,8,1.0,110.18,182,112,0.656,Basic,0.284,146.42
WK557008,3,11,0.965,95.32,28,15,0.544,Standard,0.202,192.68
WK934183,4,5,1.0,102.67,134,101,0.664,Basic,0.284,101.21
WK167808,3,3,1.0,98.67,169,104,0.617,Premium,0.153,178.42
WK594156,5,4,1.0,124.85,132,109,0.705,Standard,0.328,189.07
WK908244,2,8,0.947,94.36,180,168,0.473,Premium,0.193,276.0
WK556578,1,4,0.616,72.5,28,17,0.4,Premium,0.063,198.38
WK440076,5,4,1.0,123.58,64,54,0.694,Basic,0.313,138.19
WK757677,3,7,1.0,103.4,182,117,0.547,Standard,0.18,208.03
WK391022,5,8,1.0,132.57,72,42,0.655,Premium,0.339,563.98
WK624895,5,10,1.0,91.62,162,140,0.745,Basic,0.337,149.77
WK112610,2,8,0.709,94.73,57,41,0.569,Basic,0.186,116.84
WK644519,5,1,1.0,122.27,114,80,0.658,Standard,0.35,171.33
WK221366,5,11,1.0,127.18,128,84,0.708,Standard,0.273,187.4
WK893990,3,11,1.0,111.84,4,0,0.546,Basic,0.195,106.66
WK972581,3,4,0.979,95.63,27,18,0.534,Premium,0.219,344.25
WK224930,5,5,1.0,141.81,49,38,0.723,Standard,0.32,269.65
WK464674,4,12,1.0,107.33,195,165,0.573,Standard,0.221,134.66
WK264038,4,12,1.0,127.09,53,39,0.684,Basic,0.229,96.82
WK936599,3,8,0.969,81.58,133,92,0.496,Standard,0.2,191.39
WK300227,4,3,1.0,103.83,139,67,0.616,Standard,0.262,181.65
WK433409,2,5,0.623,91.51,77,54,0.493,Premium,0.167,288.77
WK358483,2,4,0.654,95.55,13,8,0.442,Standard,0.184,186.55
WK779642,3,5,1.0,95.75,91,83,0.546,Basic,0.16,51.78
WK191637,1,2,0.465,89.18,131,92,0.443,Premium,0.053,152.19
WK480875,1,1,0.345,75.25,199,177,0.358,Premium,0.141,101.69
WK646289,2,5,0.786,96.37,52,38,0.485,Basic,0.109,95.66
WK975677,5,3,1.0,88.29,141,79,0.731,Premium,0.321,305.84
WK363379,4,1,1.0,105.11,57,34,0.612,Basic,0.244,108.78
WK754743,1,6,0.55,74.71,133,94,0.395,Standard,0.129,125.66
WK754743,2,12,0.734,98.78,133,94,0.555,Standard,0.156,111.44
WK381903,3,1,0.904,83.96,40,22,0.517,Premium,0.242,279.39
WK816432,4,12,1.0,125.06,40,29,0.616,Premium,0.281,309.52
WK833911,2,5,0.888,88.49,31,24,0.434,Standard,0.186,178.75
WK951871,4,6,1.0,115.27,151,89,0.661,Basic,0.283,123.13
WK911367,2,7,0.857,85.62,100,84,0.546,Premium,0.186,328.86
WK102528,5,7,1.0,109.76,10,3,0.886,Standard,0.312,481.45
WK855542,3,10,0.962,94.32,104,91,0.53,Premium,0.171,267.54
WK980878,5,9,1.0,95.09,63,39,0.769,Standard,0.326,49.57
WK905363,1,9,0.66,76.99,8,4,0.472,Premium,0.073,286.4
WK521370,3,1,0.944,94.0,49,42,0.603,Standard,0.247,143.54
WK730691,1,4,0.435,92.42,148,120,0.456,Premium,0.1,165.49
WK118997,2,4,0.614,88.12,175,114,0.49,Basic,0.148,76.18
WK786171,2,1,0.862,99.36,127,111,0.508,Standard,0.108,105.08
WK301945,4,1,1.0,131.18,152,80,0.65,Standard,0.269,159.65
WK134950,3,12,0.956,94.19,52,45,0.607,Basic,0.153,96.26
WK150567,1,3,0.557,78.82,191,157,0.49,Standard,0.125,81.47
WK772737,5,7,1.0,112.53,24,19,0.799,Premium,0.309,617.53
WK720032,3,11,1.0,105.98,91,66,0.609,Standard,0.233,141.52
WK915680,3,10,0.949,101.39,168,125,0.58,Standard,0.234,135.73
WK534992,5,1,1.0,146.57,101,82,0.896,Basic,0.327,105.46
WK243756,2,9,0.785,92.19,72,45,0.493,Standard,0.163,52.43
WK569780,3,12,1.0,84.07,138,75,0.514,Basic,0.177,59.12
WK220326,5,12,1.0,105.82,56,29,0.803,Standard,0.302,262.79
WK299382,4,1,1.0,131.74,65,37,0.627,Standard,0.265,160.36
WK957993,2,11,0.702,88.26,68,59,0.492,Standard,0.175,106.94
WK823771,4,12,1.0,127.38,117,88,0.666,Standard,0.212,134.06
WK507678,4,4,1.0,101.6,161,147,0.636,Standard,0.24,212.45
WK334977,5,10,1.0,118.61,54,49,0.737,Standard,0.265,51.25
WK487390,3,8,1.0,107.89,185,101,0.506,Standard,0.242,220.53
WK225811,2,11,0.612,90.36,67,42,0.561,Basic,0.17,78.05
WK637175,5,2,1.0,151.66,191,174,0.792,Basic,0.339,92.08
WK702616,5,3,1.0,171.13,198,150,0.906,Standard,0.283,182.52
WK625661,3,4,1.0,99.0,193,127,0.565,Standard,0.211,143.59
WK205305,2,12,0.995,98.0,25,19,0.51,Basic,0.144,83.11
WK504351,4,1,1.0,81.74,191,93,0.615,Standard,0.283,50.17
WK236507,3,1,1.0,93.31,94,75,0.557,Basic,0.174,67.47
WK254925,5,6,1.0,106.76,32,22,0.781,Premium,0.284,50.65
WK198592,1,1,0.607,79.35,171,89,0.45,Premium,0.146,128.83
WK802022,2,9,0.878,103.86,17,12,0.565,Premium,0.181,355.09
WK436168,4,4,1.0,121.58,79,43,0.618,Basic,0.251,108.51
WK113968,1,6,0.543,61.51,76,60,0.387,Premium,0.121,228.42
WK427461,5,5,1.0,132.6,61,53,0.685,Basic,0.296,167.8
WK764261,5,12,1.0,125.45,160,117,0.649,Standard,0.323,173.11
WK596842,4,2,1.0,119.55,163,98,0.587,Basic,0.213,83.45
WK634717,1,11,0.421,71.37,54,36,0.415,Basic,0.064,55.52
WK741636,5,7,1.0,139.43,194,119,0.789,Premium,0.317,51.78
WK286415,2,10,0.732,83.24,147,91,0.509,Basic,0.118,73.68
WK580755,4,1,1.0,114.51,22,12,0.555,Premium,0.204,279.48
