worker_id,zone_risk_tier,claim_frequency_30d,claim_amount_zscore,location_jump_count,gps_spoof_probability,policy_tenure_weeks,earnings_deviation,claim_timing_anomaly,peer_claim_correlation,device_change_count,login_anomaly_score,route_deviation_score,delivery_speed_anomaly,duplicate_claim_score,network_fraud_ring_score,barometric_consistency,zone_transition_anomaly,claim_photo_similarity_score,platform_switch_frequency,behavioral_baseline_deviation,label_fraud,fraud_type
WK0019687,1,3,-0.747,1,0.255,5,-0.065,0.076,0.154,1,0.202,0.266,0.095,0.062,0.044,0.846,0.142,0.005,0.087,0.223,0,none
WK0019688,5,1,-1.05,2,0.205,24,-0.163,0.154,0.305,1,0.108,0.133,0.009,0.015,0.162,0.876,0.097,0.241,0.097,0.038,0,none
WK0019689,3,0,2.405,0,0.092,41,-0.019,0.259,0.018,1,0.118,0.254,0.011,0.078,0.132,0.885,0.166,0.137,0.079,0.018,0,none
WK0019690,4,0,-0.832,0,0.092,167,-0.298,0.132,0.368,0,0.152,0.259,0.233,0.04,0.164,0.9,0.146,0.252,0.165,0.034,0,none
WK0019691,3,1,-1.308,0,0.002,162,-0.06,0.14,0.331,1,0.066,0.144,0.175,0.067,0.055,0.83,0.092,0.079,0.072,0.122,0,none
WK0019692,5,8,4.637,2,0.835,165,0.093,0.623,0.222,1,0.068,0.054,0.148,0.114,0.062,0.24,0.087,0.244,0.011,0.24,1,fake_rain_claim
WK0019693,5,2,-1.401,1,0.009,114,0.002,0.019,0.144,1,0.112,0.03,0.233,0.128,0.103,0.882,0.028,0.039,0.048,0.216,0,none
WK0019694,5,1,-0.99,0,0.04,64,-0.08,0.102,0.003,0,0.0,0.244,0.05,0.133,0.157,0.901,0.054,0.189,0.025,0.238,0,none
WK0019695,1,0,-0.89,1,0.053,190,-0.5,0.066,0.299,0,0.178,0.273,0.201,0.048,0.111,0.885,0.166,0.1,0.114,0.089,0,none
WK0019696,3,3,-1.085,2,0.17,15,0.029,0.121,0.368,0,0.048,0.072,0.21,0.135,0.161,0.802,0.065,0.11,0.178,0.232,0,none
WK0019697,2,2,1.025,2,0.141,100,-0.06,0.146,0.264,1,0.057,0.159,0.097,0.079,0.16,0.979,0.024,0.133,0.01,0.134,0,none
WK0019698,3,0,1.352,0,0.026,53,-0.067,0.145,0.105,0,0.061,0.105,0.203,0.041,0.114,0.912,0.023,0.267,0.013,0.028,0,none
WK0019699,3,2,-0.65,0,0.044,7,-0.116,0.253,0.033,0,0.237,0.134,0.174,0.075,0.165,0.935,0.05,0.169,0.039,0.161,0,none
WK0019700,1,1,0.259,2,0.017,37,-0.225,0.182,0.185,0,0.014,0.24,0.144,0.118,0.135,0.954,0.103,0.096,0.123,0.117,0,none
WK0019701,2,1,-0.456,1,0.32,161,0.43,0.077,0.071,1,0.154,0.078,0.175,0.096,0.141,0.871,0.051,0.017,0.048,0.02,0,none
WK0019702,4,2,-1.38,2,0.166,98,0.27,0.141,0.19,1,0.132,0.197,0.236,0.107,0.138,0.989,0.116,0.196,0.067,0.173,0,none
WK0019703,1,0,0.898,0,0.276,163,0.021,0.007,0.172,1,0.073,0.253,0.016,0.035,0.016,0.908,0.076,0.14,0.075,0.195,0,none
WK0019704,2,11,0.874,2,0.102,103,0.43,0.255,0.261,0,0.008,0.276,0.095,0.755,0.015,0.907,0.174,0.865,0.1,0.177,1,duplicate_claim
WK0019705,4,1,1.182,2,0.046,185,0.336,0.092,0.126,1,0.025,0.016,0.24,0.061,0.034,0.921,0.13,0.015,0.083,0.236,0,none
WK0019706,3,1,0.225,0,0.057,129,0.262,0.011,0.056,0,0.205,0.176,0.121,0.022,0.018,0.984,0.151,0.042,0.022,0.085,0,none
WK0019707,3,0,-2.812,1,0.103,155,0.184,0.194,0.04,1,0.19,0.046,0.078,0.136,0.127,0.845,0.033,0.079,0.007,0.013,0,none
WK0019708,4,1,0.69,2,0.002,12,-0.041,0.224,0.35,0,0.112,0.233,0.102,0.09,0.0,0.848,0.16,0.186,0.031,0.221,0,none
WK0019709,3,0,-0.407,1,0.101,184,-0.277,0.124,0.184,1,0.029,0.037,0.029,0.099,0.175,0.975,0.009,0.027,0.078,0.044,0,none
WK0019710,1,0,0.934,0,0.228,164,-0.016,0.1,0.187,1,0.224,0.024,0.092,0.013,0.046,0.914,0.072,0.177,0.068,0.173,0,none
WK0019711,3,2,0.4,1,0.071,76,0.224,0.16,0.052,0,0.186,0.189,0.148,0.004,0.032,0.898,0.153,0.272,0.124,0.237,0,none
WK0019712,2,2,0.358,2,0.052,96,-0.24,0.26,0.182,0,0.001,0.206,0.063,0.055,0.137,0.853,0.163,0.159,0.152,0.061,0,none
WK0019713,3,0,-1.455,2,0.0,104,0.18,0.048,0.283,1,0.054,0.164,0.044,0.126,0.097,0.972,0.027,0.087,0.167,0.098,0,none
WK0019714,5,1,-0.023,2,0.01,158,1.767,0.278,0.081,1,0.134,0.031,0.859,0.073,0.007,0.914,0.16,0.061,0.032,0.94,1,earnings_manipulation
WK0019715,3,13,4.506,0,0.804,117,-0.152,0.934,0.2,0,0.161,0.203,0.131,0.03,0.058,0.081,0.038,0.041,0.054,0.005,1,fake_rain_claim
WK0019716,4,0,-0.427,2,0.029,133,0.207,0.186,0.17,1,0.122,0.028,0.002,0.035,0.149,0.977,0.177,0.1,0.003,0.117,0,none
WK0019717,1,1,-0.814,2,0.327,94,-0.238,0.066,0.322,0,0.004,0.163,0.186,0.019,0.057,0.836,0.013,0.183,0.119,0.151,0,none
WK0019718,1,2,-1.597,0,0.016,160,0.068,0.021,0.186,1,0.215,0.188,0.165,0.018,0.058,0.851,0.085,0.087,0.175,0.089,0,none
WK0019719,2,3,3.151,1,0.005,172,-0.03,0.191,0.217,0,0.061,0.149,0.07,0.104,0.117,0.805,0.05,0.04,0.031,0.12,0,none
WK0019720,3,0,1.067,0,0.037,98,0.008,0.262,0.22,1,0.109,0.201,0.135,0.107,0.126,0.933,0.025,0.274,0.151,0.23,0,none
WK0019721,1,0,1.239,2,0.094,66,-0.03,0.002,0.346,1,0.027,0.275,0.001,0.031,0.151,0.879,0.087,0.139,0.119,0.067,0,none
WK0019722,3,1,-0.215,1,0.311,144,-0.022,0.256,0.059,1,0.111,0.248,0.094,0.089,0.119,0.938,0.013,0.221,0.0,0.167,0,none
WK0019723,5,1,-0.131,0,0.049,163,-0.149,0.181,0.118,0,0.21,0.029,0.08,0.082,0.136,0.804,0.093,0.155,0.073,0.132,0,none
WK0019724,4,1,0.434,0,0.053,104,0.015,0.271,0.285,1,0.028,0.016,0.184,0.106,0.144,0.938,0.096,0.164,0.109,0.204,0,none
WK0019725,2,1,-0.825,2,0.053,180,-0.244,0.139,0.033,1,0.057,0.164,0.112,0.114,0.083,0.825,0.065,0.012,0.001,0.163,0,none
WK0019726,1,7,0.651,2,0.16,162,0.014,0.242,0.105,0,0.056,0.012,0.122,0.909,0.075,0.807,0.13,0.812,0.167,0.218,1,duplicate_claim
WK0019727,1,0,-0.048,0,0.171,113,-0.07,0.156,0.12,0,0.037,0.017,0.23,0.065,0.123,0.994,0.09,0.179,0.051,0.236,0,none
WK0019728,4,0,-1.248,2,0.218,105,0.212,0.041,0.206,1,0.169,0.203,0.016,0.007,0.165,0.949,0.12,0.271,0.179,0.158,0,none
WK0019729,2,1,1.124,1,0.179,189,0.061,0.083,0.119,1,0.009,0.102,0.018,0.114,0.02,0.954,0.084,0.263,0.125,0.121,0,none
WK0019730,1,2,0.596,0,0.006,140,-0.218,0.209,0.269,0,0.189,0.17,0.226,0.023,0.143,0.902,0.09,0.232,0.109,0.094,0,none
WK0019731,2,2,-0.424,0,0.054,155,-0.209,0.006,0.19,0,0.092,0.27,0.112,0.01,0.112,0.912,0.057,0.163,0.045,0.217,0,none
WK0019732,2,1,0.349,1,0.038,29,-0.208,0.135,0.1,0,0.117,0.059,0.036,0.117,0.091,0.806,0.12,0.221,0.034,0.003,0,none
WK0019733,5,2,-0.268,1,0.086,169,-0.03,0.26,0.269,1,0.142,0.016,0.201,0.103,0.053,0.885,0.06,0.243,0.098,0.192,0,none
WK0019734,5,1,0.904,0,0.034,108,-0.153,0.235,0.033,1,0.15,0.004,0.194,0.054,0.029,0.983,0.059,0.152,0.047,0.026,0,none
WK0019735,1,0,-0.258,1,0.007,156,0.166,0.001,0.067,1,0.104,0.232,0.094,0.127,0.142,0.916,0.178,0.265,0.084,0.133,0,none
WK0019736,2,2,0.36,0,0.114,136,0.592,0.004,0.304,1,0.09,0.162,0.135,0.134,0.074,0.926,0.168,0.249,0.035,0.18,0,none
WK0019737,2,1,-0.258,0,0.206,85,-0.073,0.037,0.025,1,0.124,0.265,0.177,0.055,0.018,0.834,0.119,0.162,0.18,0.067,0,none
WK0019738,3,0,-1.176,2,0.104,5,0.151,0.177,0.073,1,0.039,0.052,0.043,0.087,0.102,0.92,0.01,0.125,0.121,0.016,0,none
WK0019739,5,1,0.235,2,0.01,107,0.022,0.191,0.157,0,0.054,0.073,0.009,0.108,0.018,0.966,0.087,0.247,0.143,0.055,0,none
WK0019740,3,1,-0.092,0,0.094,109,0.16,0.153,0.237,1,0.048,0.243,0.087,0.108,0.155,0.831,0.076,0.045,0.101,0.153,0,none
WK0019741,4,0,1.403,1,0.014,104,0.156,0.096,0.349,1,0.048,0.048,0.18,0.088,0.044,0.893,0.038,0.07,0.138,0.226,0,none
WK0019742,2,0,-1.543,1,0.126,51,-0.125,0.175,0.312,0,0.086,0.168,0.068,0.118,0.066,0.992,0.155,0.177,0.042,0.032,0,none
WK0019743,5,3,-0.295,2,0.1,40,-0.023,0.159,0.067,1,0.008,0.205,0.054,0.002,0.074,0.826,0.069,0.19,0.111,0.022,0,none
WK0019744,2,0,1.132,23,0.905,91,0.018,0.041,0.193,1,0.107,0.667,0.177,0.075,0.068,0.915,0.854,0.168,0.176,0.19,1,location_fraud
WK0019745,2,1,-0.568,1,0.204,21,-0.392,0.14,0.125,0,0.197,0.08,0.062,0.08,0.122,0.861,0.043,0.118,0.012,0.234,0,none
WK0019746,1,0,0.257,0,0.069,74,-0.105,0.274,0.341,0,0.068,0.25,0.098,0.024,0.119,0.873,0.079,0.03,0.024,0.073,0,none
WK0019747,1,0,0.26,0,0.097,49,-0.028,0.046,0.071,0,0.065,0.232,0.014,0.059,0.116,0.933,0.038,0.277,0.019,0.086,0,none
WK0019748,1,0,-0.854,1,0.07,191,0.145,0.169,0.378,1,0.033,0.01,0.072,0.11,0.179,0.957,0.077,0.079,0.111,0.195,0,none
WK0019749,4,1,0.329,2,0.297,178,-0.013,0.01,0.316,0,0.078,0.225,0.015,0.135,0.152,0.895,0.047,0.04,0.021,0.145,0,none
WK0019750,2,1,0.717,1,0.031,68,2.331,0.055,0.11,0,0.052,0.209,0.669,0.129,0.134,0.98,0.072,0.029,0.002,0.788,1,earnings_manipulation
WK0019751,3,1,0.992,0,0.076,47,-0.167,0.043,0.087,1,0.143,0.035,0.087,0.001,0.003,0.955,0.088,0.254,0.107,0.011,0,none
WK0019752,4,1,-0.54,0,0.031,177,0.078,0.179,0.113,0,0.042,0.272,0.103,0.075,0.106,0.843,0.013,0.049,0.082,0.234,0,none
WK0019753,5,0,0.405,0,0.041,128,-0.002,0.268,0.33,0,0.209,0.192,0.01,0.086,0.148,0.969,0.132,0.229,0.06,0.05,0,none
WK0019754,2,0,-0.084,2,0.059,141,-0.224,0.27,0.199,0,0.213,0.27,0.167,0.081,0.131,0.914,0.111,0.069,0.077,0.02,0,none
WK0019755,5,2,0.023,1,0.129,22,0.215,0.096,0.091,0,0.099,0.132,0.045,0.005,0.046,0.81,0.033,0.166,0.025,0.156,0,none
WK0019756,3,3,0.363,0,0.233,149,1.677,0.082,0.183,1,0.023,0.038,0.877,0.123,0.06,0.815,0.098,0.227,0.021,0.902,1,earnings_manipulation
WK0019757,2,13,5.116,2,0.643,44,0.168,0.837,0.083,0,0.01,0.168,0.08,0.09,0.118,0.034,0.044,0.166,0.147,0.096,1,fake_rain_claim
WK0019758,2,0,0.628,2,0.242,106,0.139,0.183,0.174,1,0.133,0.098,0.226,0.131,0.05,0.931,0.057,0.03,0.141,0.108,0,none
WK0019759,5,1,-1.712,0,0.056,80,0.34,0.214,0.113,0,0.072,0.221,0.01,0.053,0.112,0.99,0.113,0.072,0.138,0.211,0,none
WK0019760,1,2,0.199,0,0.05,149,0.201,0.046,0.042,1,0.19,0.066,0.163,0.104,0.059,0.944,0.075,0.251,0.094,0.051,0,none
WK0019761,3,0,-1.045,0,0.146,168,-0.269,0.232,0.281,1,0.228,0.061,0.101,0.081,0.159,0.917,0.053,0.146,0.039,0.207,0,none
WK0019762,4,0,2.043,1,0.198,161,0.17,0.13,0.221,1,0.171,0.204,0.039,0.049,0.068,0.839,0.145,0.206,0.123,0.115,0,none
WK0019763,4,2,0.427,2,0.242,144,-0.088,0.094,0.115,0,0.017,0.197,0.225,0.053,0.164,0.918,0.078,0.211,0.142,0.155,0,none
WK0019764,1,0,-0.445,2,0.21,153,-0.152,0.072,0.046,0,0.169,0.031,0.056,0.113,0.16,0.999,0.083,0.279,0.054,0.155,0,none
WK0019765,2,1,0.199,0,0.229,40,0.101,0.071,0.115,1,0.226,0.039,0.126,0.006,0.002,0.982,0.07,0.277,0.04,0.031,0,none
WK0019766,3,0,-0.996,2,0.072,107,-0.031,0.179,0.025,0,0.017,0.128,0.006,0.059,0.155,0.875,0.113,0.265,0.055,0.123,0,none
WK0019767,4,2,0.076,1,0.032,24,0.469,0.064,0.096,0,0.057,0.002,0.201,0.122,0.04,0.926,0.025,0.143,0.113,0.061,0,none
WK0019768,5,0,0.771,1,0.126,87,0.055,0.008,0.807,5,0.992,0.262,0.206,0.021,0.885,0.941,0.119,0.246,0.007,0.176,1,fraud_ring
WK0019769,1,14,4.594,1,0.891,191,0.036,0.967,0.029,1,0.074,0.069,0.193,0.093,0.15,0.124,0.031,0.012,0.025,0.219,1,fake_rain_claim
WK0019770,4,1,0.4,1,0.216,109,0.331,0.125,0.28,0,0.143,0.227,0.231,0.101,0.09,0.873,0.112,0.084,0.155,0.164,0,none
WK0019771,1,1,1.135,0,0.014,45,0.294,0.14,0.363,1,0.171,0.076,0.042,0.054,0.005,0.901,0.123,0.156,0.024,0.187,0,none
WK0019772,2,1,0.597,1,0.015,41,-0.007,0.081,0.346,0,0.2,0.061,0.117,0.088,0.105,0.893,0.011,0.108,0.068,0.211,0,none
WK0019773,3,2,0.545,1,0.365,162,0.019,0.208,0.312,1,0.13,0.22,0.133,0.129,0.016,0.831,0.08,0.004,0.113,0.227,0,none
WK0019774,4,0,1.079,0,0.014,196,-0.005,0.222,0.326,0,0.148,0.2,0.122,0.043,0.167,0.928,0.157,0.203,0.156,0.16,0,none
WK0019775,4,0,1.324,2,0.198,51,-0.183,0.108,0.185,1,0.095,0.158,0.148,0.039,0.01,0.826,0.153,0.071,0.037,0.196,0,none
WK0019776,4,1,-0.278,2,0.203,97,0.045,0.026,0.194,0,0.112,0.214,0.176,0.024,0.09,0.975,0.098,0.234,0.01,0.161,0,none
WK0019777,2,1,-1.082,2,0.071,80,-0.122,0.186,0.037,1,0.018,0.255,0.238,0.083,0.009,0.913,0.039,0.154,0.062,0.023,0,none
WK0019778,2,0,0.688,0,0.083,33,-0.002,0.118,0.295,0,0.196,0.04,0.059,0.034,0.146,0.985,0.072,0.146,0.041,0.056,0,none
WK0019779,5,0,0.775,1,0.085,118,0.137,0.233,0.192,1,0.201,0.226,0.181,0.086,0.012,0.895,0.008,0.182,0.16,0.053,0,none
WK0019780,4,0,0.607,2,0.197,59,-0.002,0.116,0.01,1,0.229,0.032,0.16,0.127,0.062,0.825,0.154,0.273,0.109,0.051,0,none
WK0019781,2,1,0.42,0,0.077,94,-0.281,0.097,0.142,0,0.042,0.207,0.239,0.072,0.127,0.953,0.061,0.076,0.133,0.034,0,none
WK0019782,3,2,-0.01,0,0.006,115,0.273,0.13,0.011,0,0.169,0.143,0.0,0.021,0.072,0.844,0.099,0.161,0.107,0.19,0,none
WK0019783,4,0,-0.071,2,0.215,161,0.232,0.261,0.07,1,0.07,0.241,0.218,0.107,0.16,0.929,0.148,0.081,0.133,0.153,0,none
WK0019784,3,1,1.618,2,0.047,164,1.836,0.117,0.032,1,0.197,0.276,0.736,0.016,0.169,0.804,0.179,0.18,0.027,0.951,1,earnings_manipulation
WK0019785,4,1,-0.001,2,0.296,145,-0.291,0.074,0.032,1,0.214,0.232,0.027,0.12,0.015,0.883,0.157,0.227,0.066,0.141,0,none
WK0019786,1,1,0.358,1,0.006,66,-0.196,0.145,0.378,0,0.014,0.098,0.23,0.036,0.09,0.881,0.054,0.187,0.178,0.111,0,none
WK0019787,2,1,1.656,1,0.001,143,0.255,0.068,0.125,1,0.028,0.273,0.16,0.057,0.176,0.811,0.08,0.197,0.131,0.209,0,none
WK0019788,3,1,0.649,1,0.004,25,0.26,0.037,0.329,0,0.12,0.2,0.025,0.057,0.081,0.812,0.168,0.099,0.178,0.234,0,none
WK0019789,2,1,-0.422,2,0.01,127,-0.056,0.03,0.132,1,0.122,0.172,0.112,0.025,0.059,0.86,0.115,0.134,0.091,0.086,0,none
WK0019790,3,2,0.205,2,0.469,80,0.109,0.007,0.063,1,0.034,0.009,0.174,0.048,0.079,0.902,0.18,0.197,0.071,0.13,0,none
WK0019791,4,3,-0.839,2,0.135,48,0.038,0.236,0.071,0,0.109,0.059,0.1,0.135,0.168,0.808,0.066,0.156,0.151,0.21,0,none
WK0019792,3,0,0.823,0,0.036,136,-0.003,0.073,0.349,0,0.026,0.238,0.019,0.056,0.021,0.813,0.114,0.116,0.042,0.205,0,none
WK0019793,5,0,1.587,2,0.073,192,-0.506,0.093,0.119,1,0.088,0.045,0.202,0.065,0.027,0.991,0.008,0.137,0.17,0.027,0,none
WK0019794,4,3,-0.266,1,0.023,166,0.158,0.152,0.114,1,0.07,0.267,0.132,0.14,0.024,0.889,0.041,0.239,0.137,0.154,0,none
WK0019795,5,1,0.243,1,0.087,62,-0.102,0.09,0.189,0,0.206,0.196,0.187,0.019,0.169,0.82,0.124,0.017,0.16,0.126,0,none
WK0019796,3,0,-0.999,0,0.085,23,0.067,0.171,0.003,0,0.232,0.083,0.237,0.043,0.166,0.819,0.046,0.065,0.028,0.238,0,none
WK0019797,2,2,-1.293,1,0.08,119,-0.228,0.094,0.076,0,0.014,0.228,0.067,0.111,0.082,0.809,0.11,0.235,0.093,0.223,0,none
WK0019798,4,0,-0.032,0,0.048,57,0.366,0.198,0.199,0,0.12,0.082,0.179,0.026,0.111,0.906,0.144,0.167,0.132,0.032,0,none
WK0019799,5,0,-0.47,2,0.037,56,-0.394,0.206,0.061,0,0.005,0.134,0.236,0.004,0.009,0.875,0.137,0.121,0.031,0.11,0,none
WK0019800,4,1,-0.59,1,0.098,33,-0.203,0.025,0.098,1,0.05,0.066,0.236,0.13,0.006,0.898,0.174,0.076,0.148,0.233,0,none
WK0019801,4,3,0.249,2,0.015,29,-0.01,0.227,0.369,1,0.125,0.022,0.239,0.112,0.175,0.805,0.082,0.162,0.1,0.225,0,none
WK0019802,5,1,-0.641,1,0.121,104,0.111,0.226,0.078,1,0.083,0.051,0.104,0.076,0.077,0.898,0.049,0.098,0.102,0.022,0,none
WK0019803,5,1,0.042,1,0.058,80,0.036,0.217,0.195,0,0.023,0.222,0.237,0.117,0.066,0.863,0.101,0.208,0.156,0.159,0,none
WK0019804,4,0,0.872,0,0.049,30,0.235,0.126,0.195,1,0.177,0.073,0.17,0.122,0.065,0.853,0.013,0.028,0.067,0.063,0,none
WK0019805,5,1,-0.875,2,0.164,121,3.348,0.004,0.299,0,0.015,0.034,0.73,0.126,0.134,0.888,0.142,0.044,0.155,0.673,1,earnings_manipulation
WK0019806,4,1,0.662,2,0.014,5,0.335,0.244,0.006,0,0.15,0.035,0.234,0.104,0.087,0.908,0.094,0.056,0.106,0.068,0,none
WK0019807,1,0,-0.585,0,0.01,124,0.088,0.01,0.036,1,0.158,0.164,0.009,0.104,0.064,0.931,0.001,0.224,0.177,0.101,0,none
WK0019808,1,1,-0.891,0,0.174,126,-0.037,0.258,0.251,0,0.057,0.257,0.13,0.013,0.117,0.835,0.021,0.135,0.063,0.024,0,none
WK0019809,1,7,1.206,1,0.016,118,0.034,0.099,0.297,1,0.103,0.194,0.184,0.951,0.002,0.919,0.047,0.987,0.11,0.193,1,duplicate_claim
WK0019810,5,3,1.615,1,0.205,43,0.581,0.197,0.18,1,0.15,0.21,0.194,0.054,0.139,0.906,0.002,0.169,0.1,0.063,0,none
WK0019811,1,0,0.78,1,0.184,188,0.044,0.248,0.187,0,0.008,0.168,0.078,0.096,0.113,0.805,0.16,0.128,0.092,0.013,0,none
WK0019812,3,0,-0.68,2,0.321,12,0.085,0.254,0.239,1,0.192,0.131,0.038,0.036,0.133,0.903,0.147,0.044,0.048,0.226,0,none
WK0019813,1,1,-0.282,0,0.058,190,-0.061,0.263,0.213,1,0.142,0.175,0.075,0.074,0.14,0.939,0.045,0.25,0.163,0.232,0,none
WK0019814,3,1,-0.306,2,0.001,25,0.088,0.229,0.311,0,0.069,0.169,0.028,0.028,0.157,0.872,0.053,0.146,0.04,0.123,0,none
WK0019815,4,0,0.835,1,0.196,126,-0.105,0.03,0.076,0,0.063,0.145,0.081,0.136,0.109,0.964,0.16,0.064,0.127,0.023,0,none
WK0019816,5,0,-0.526,2,0.104,117,-0.255,0.167,0.187,1,0.203,0.01,0.136,0.094,0.044,0.987,0.167,0.003,0.083,0.24,0,none
WK0019817,2,0,0.465,0,0.017,40,-0.479,0.268,0.247,0,0.173,0.195,0.228,0.114,0.012,0.905,0.125,0.223,0.126,0.038,0,none
WK0019818,3,1,1.884,1,0.033,42,-0.017,0.151,0.169,0,0.006,0.258,0.147,0.035,0.016,0.946,0.171,0.198,0.144,0.103,0,none
WK0019819,5,2,0.245,1,0.229,73,0.172,0.03,0.173,0,0.168,0.109,0.219,0.126,0.141,0.989,0.052,0.13,0.113,0.107,0,none
WK0019820,1,1,-1.956,0,0.08,122,0.137,0.08,0.257,0,0.155,0.211,0.029,0.036,0.123,0.933,0.055,0.071,0.083,0.008,0,none
WK0019821,2,1,1.624,0,0.051,13,-0.327,0.008,0.28,1,0.165,0.017,0.057,0.077,0.066,0.908,0.092,0.212,0.133,0.24,0,none
WK0019822,2,1,1.249,1,0.076,119,0.088,0.11,0.1,0,0.106,0.209,0.019,0.064,0.094,0.928,0.008,0.05,0.118,0.223,0,none
WK0019823,5,0,0.477,0,0.032,137,0.225,0.233,0.203,1,0.16,0.002,0.153,0.139,0.143,0.957,0.119,0.254,0.179,0.128,0,none
WK0019824,1,0,0.652,0,0.224,108,0.108,0.051,0.161,1,0.096,0.263,0.146,0.027,0.02,0.972,0.02,0.213,0.024,0.207,0,none
WK0019825,1,1,-0.26,0,0.148,195,-0.109,0.203,0.343,0,0.222,0.207,0.229,0.12,0.034,0.977,0.024,0.246,0.018,0.031,0,none
WK0019826,4,2,-1.502,0,0.016,75,0.221,0.265,0.325,0,0.036,0.176,0.114,0.078,0.153,0.829,0.063,0.165,0.178,0.137,0,none
WK0019827,3,2,0.569,2,0.234,12,0.015,0.081,0.207,1,0.017,0.241,0.181,0.019,0.063,0.906,0.082,0.098,0.019,0.022,0,none
WK0019828,1,1,0.346,2,0.116,33,0.082,0.142,0.13,1,0.16,0.116,0.168,0.113,0.174,0.827,0.158,0.002,0.142,0.074,0,none
WK0019829,3,1,-0.641,1,0.226,61,0.037,0.197,0.205,1,0.015,0.002,0.221,0.026,0.127,0.976,0.176,0.126,0.04,0.22,0,none
WK0019830,1,0,-0.396,1,0.261,110,0.005,0.14,0.181,1,0.017,0.052,0.083,0.07,0.063,0.805,0.106,0.128,0.17,0.187,0,none
WK0019831,4,3,0.688,1,0.002,160,-0.155,0.007,0.128,0,0.005,0.127,0.118,0.097,0.167,0.82,0.017,0.241,0.176,0.1,0,none
WK0019832,1,11,5.122,0,0.728,87,-0.128,0.75,0.263,0,0.133,0.26,0.078,0.097,0.127,0.148,0.087,0.275,0.172,0.063,1,fake_rain_claim
WK0019833,4,2,-0.309,0,0.037,160,-0.14,0.219,0.212,1,0.19,0.246,0.178,0.079,0.055,0.862,0.11,0.061,0.04,0.021,0,none
WK0019834,1,0,-0.611,2,0.009,175,0.02,0.058,0.251,0,0.235,0.221,0.219,0.103,0.178,0.999,0.046,0.038,0.13,0.204,0,none
WK0019835,2,0,-0.779,2,0.093,11,0.135,0.185,0.152,0,0.038,0.101,0.156,0.004,0.13,0.877,0.05,0.253,0.091,0.111,0,none
WK0019836,4,1,0.929,1,0.026,127,0.08,0.002,0.312,0,0.087,0.085,0.13,0.047,0.161,0.84,0.155,0.08,0.11,0.102,0,none
WK0019837,4,0,-0.903,0,0.016,183,-0.058,0.267,0.295,0,0.215,0.227,0.197,0.084,0.176,0.941,0.083,0.208,0.098,0.026,0,none
WK0019838,3,1,-2.382,1,0.061,22,-0.432,0.032,0.842,7,0.951,0.084,0.019,0.0,0.781,0.874,0.166,0.205,0.005,0.128,1,fraud_ring
WK0019839,3,0,0.944,0,0.049,59,0.132,0.063,0.087,0,0.16,0.206,0.15,0.056,0.101,0.917,0.113,0.26,0.014,0.234,0,none
WK0019840,2,1,-0.511,1,0.155,142,-0.264,0.244,0.221,1,0.029,0.261,0.124,0.034,0.107,0.948,0.005,0.223,0.148,0.195,0,none
WK0019841,4,0,-0.785,2,0.027,57,-0.042,0.108,0.219,0,0.026,0.219,0.23,0.039,0.135,0.855,0.138,0.189,0.014,0.222,0,none
WK0019842,1,0,0.144,1,0.295,8,0.184,0.26,0.296,1,0.047,0.083,0.237,0.14,0.067,0.912,0.068,0.022,0.001,0.027,0,none
WK0019843,2,0,-1.167,0,0.079,13,-0.116,0.097,0.135,0,0.015,0.228,0.201,0.051,0.129,0.865,0.085,0.184,0.14,0.121,0,none
WK0019844,1,1,1.161,1,0.134,84,0.363,0.193,0.236,0,0.212,0.164,0.176,0.085,0.034,0.952,0.051,0.276,0.049,0.0,0,none
WK0019845,1,1,0.907,2,0.205,157,-0.244,0.117,0.198,0,0.146,0.225,0.212,0.058,0.004,0.928,0.129,0.088,0.168,0.096,0,none
WK0019846,4,0,-0.034,2,0.031,62,-0.019,0.086,0.178,0,0.218,0.062,0.118,0.118,0.093,0.989,0.027,0.179,0.03,0.009,0,none
WK0019847,3,1,0.479,0,0.027,8,-0.106,0.036,0.248,0,0.143,0.056,0.09,0.07,0.116,0.922,0.133,0.0,0.102,0.182,0,none
WK0019848,1,0,-1.043,2,0.42,163,0.088,0.27,0.374,1,0.108,0.089,0.19,0.006,0.175,0.865,0.104,0.272,0.056,0.215,0,none
WK0019849,2,17,-1.139,1,0.194,155,0.052,0.007,0.248,1,0.101,0.244,0.215,0.799,0.019,0.843,0.034,0.791,0.126,0.239,1,duplicate_claim
WK0019850,5,9,4.859,0,0.859,124,-0.237,0.765,0.247,1,0.068,0.226,0.118,0.127,0.173,0.254,0.11,0.219,0.143,0.135,1,fake_rain_claim
WK0019851,3,0,0.031,1,0.021,12,0.416,0.015,0.087,1,0.071,0.271,0.003,0.062,0.036,0.819,0.179,0.055,0.014,0.013,0,none
WK0019852,4,0,-0.171,1,0.09,130,0.286,0.121,0.293,0,0.123,0.176,0.082,0.08,0.098,0.861,0.092,0.002,0.121,0.086,0,none
WK0019853,2,0,0.138,0,0.127,136,0.022,0.033,0.353,0,0.142,0.253,0.14,0.058,0.081,0.914,0.046,0.135,0.173,0.176,0,none
WK0019854,5,0,-1.319,2,0.058,15,-0.02,0.254,0.351,1,0.119,0.16,0.055,0.055,0.152,0.843,0.018,0.078,0.036,0.225,0,none
